127.0.0.1 - - [05/Jan/2024:08:44:03 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170437.png HTTP/1.1" 200 47369
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170744.png HTTP/1.1" 200 36306
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/admin/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/admin/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/admin/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/admin/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/admin/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/admin/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:41 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:45 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60622
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:45 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:45 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:45 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:56 +0700] "POST /ShopLaptop/editinfor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:56 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60622
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:56 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:56 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:22:56 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:36 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60622
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:36 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:36 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:36 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60622
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170437.png HTTP/1.1" 200 47369
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170744.png HTTP/1.1" 200 36306
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/views/admin/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:49 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:50 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:50 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:50 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:23:50 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60425
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170744.png HTTP/1.1" 200 36306
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170437.png HTTP/1.1" 200 47369
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/admin/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:32 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:35 +0700] "GET /ShopLaptop/login?username=hieupham&password=hieupham510 HTTP/1.1" 200 48982
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:35 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:35 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:35 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:44 +0700] "POST /ShopLaptop/editinfor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:44 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60634
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:44 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:44 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:24:44 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60425
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/admin/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/admin/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/admin/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/admin/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/admin/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:06 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170437.png HTTP/1.1" 200 47369
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170744.png HTTP/1.1" 200 36306
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/admin/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/admin/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/admin/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/admin/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/admin/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/admin/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:07 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:09 +0700] "GET /ShopLaptop/login?username=hieupham&password=hieupham510 HTTP/1.1" 200 48984
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:09 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:09 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:09 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:15 +0700] "POST /ShopLaptop/editinfor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:15 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60635
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:15 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:15 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:15 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:26 +0700] "POST /ShopLaptop/editinfor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:26 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60636
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:26 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:26 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:26 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:34 +0700] "POST /ShopLaptop/editinfor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:34 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 60636
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:35 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:35 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:35 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:55 +0700] "GET /ShopLaptop/list_product?id=2 HTTP/1.1" 200 32252
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:55 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:55 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:55 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:56 +0700] "GET /ShopLaptop/product?id=11 HTTP/1.1" 200 38964
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:56 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:56 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:56 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:56 +0700] "GET /ShopLaptop/product?id=11 HTTP/1.1" 200 38964
0:0:0:0:0:0:0:1 - - [05/Jan/2024:09:27:58 +0700] "GET /ShopLaptop/list_product?id=1 HTTP/1.1" 200 32242
